Gemeinde, Frauen  +/- pro 100,20-24  jährigeFrauen +/- pro 100,25-29  jährigeFrauen +/- pro 100,30-34  jährigeFrauen +/- pro 100,35-39  jährigeFrauen +/- pro 100,40-44  jährigeFrauen +/- pro 100,45-49  jährigeFrauen +/- pro 100,50-54  jährigeFrauen +/- pro 100,55-59  jährigeFrauen +/- pro 100,60-64  jährigeFrauen +/- pro 100,65-69  jährigeFrauen +/- pro 100,70-74  jährigeFrauen +/- pro 100,75-79  jährigeFrauen +/- pro 100,80-84  jährigeFrauen +/- pro 100,85-89  jährigeFrauen +/- pro 100,90-94  jährigeFrauen +/- pro 100, Männer  +/- pro 100,20-24  jährigeMänner +/- pro 100,25-29  jährigeMänner +/- pro 100,30-34  jährigeMänner +/- pro 100,35-39  jährigeMänner +/- pro 100,40-44  jährigeMänner +/- pro 100,45-49  jährigeMänner +/- pro 100,50-54  jährigeMänner +/- pro 100,55-59  jährigeMänner +/- pro 100,60-64  jährigeMänner +/- pro 100,65-69  jährigeMänner +/- pro 100,70-74  jährigeMänner +/- pro 100,75-79  jährigeMänner +/- pro 100,80-84  jährigeMänner +/- pro 100,85-89  jährigeMänner +/- pro 100,90-94  jährigeMänner +/- pro 100
Oberweningen,-1.3,-0.7,-0.9,-0.8,-0.1,-0.1,0.0,0.3,0.4,0.5,-0.2,0.2,0.6,0.4,0.2,0.1,1.3,0.7,0.9,0.8,0.1,0.1,0.0,-0.3,-0.4,-0.5,0.2,-0.2,-0.6,-0.4,-0.2,-0.1
Otelfingen,-0.3,-0.7,-0.1,0.1,-0.0,-0.3,0.4,-0.4,-0.2,-0.3,0.2,0.6,0.3,0.3,0.4,0.2,0.3,0.7,0.1,-0.1,0.0,0.3,-0.4,0.4,0.2,0.3,-0.2,-0.6,-0.3,-0.3,-0.4,-0.2
Regensberg,-2.8,0.2,-0.2,0.0,0.2,-0.4,-1.3,0.0,0.9,-0.4,0.4,-0.6,0.4,0.9,1.1,0.0,2.8,-0.2,0.2,0.0,-0.2,0.4,1.3,0.0,-0.9,0.4,-0.4,0.6,-0.4,-0.9,-1.1,0.0
Regensdorf,-0.1,-0.3,-0.4,-0.5,-0.4,-0.4,-0.1,-0.1,-0.0,0.3,0.4,0.5,0.5,0.6,0.4,0.1,0.1,0.3,0.4,0.5,0.4,0.4,0.1,0.1,0.0,-0.3,-0.4,-0.5,-0.5,-0.6,-0.4,-0.1
Rümlang,-0.4,-0.3,-0.6,-0.3,-0.9,-0.3,-0.2,-0.1,0.1,0.3,0.5,0.3,0.5,0.7,0.5,0.3,0.4,0.3,0.6,0.3,0.9,0.3,0.2,0.1,-0.1,-0.3,-0.5,-0.3,-0.5,-0.7,-0.5,-0.3
Schleinikon,-3.2,-0.1,-0.4,-0.6,-1.1,0.4,-1.1,0.0,-0.8,-0.4,0.0,0.6,0.4,0.3,0.6,0.1,3.2,0.1,0.4,0.6,1.1,-0.4,1.1,0.0,0.8,0.4,0.0,-0.6,-0.4,-0.3,-0.6,-0.1
Schöfflisdorf,2.7,-0.4,-0.3,-0.4,0.0,-0.2,-0.1,-0.4,-0.3,0.3,0.4,0.6,0.9,0.9,0.6,0.2,-2.7,0.4,0.3,0.4,0.0,0.2,0.1,0.4,0.3,-0.3,-0.4,-0.6,-0.9,-0.9,-0.6,-0.2
Stadel,1.7,0.1,0.1,-0.9,-0.7,0.2,0.1,0.3,-0.2,0.1,0.0,0.6,0.2,0.9,0.2,0.3,-1.7,-0.1,-0.1,0.9,0.7,-0.2,-0.1,-0.3,0.2,-0.1,-0.0,-0.6,-0.2,-0.9,-0.2,-0.3
Steinmaur,-1.4,-0.2,-0.6,-0.6,-0.5,0.0,0.2,0.2,-0.1,-0.0,0.1,0.2,0.5,0.5,0.3,0.2,1.4,0.2,0.6,0.6,0.5,-0.0,-0.2,-0.2,0.1,0.0,-0.1,-0.2,-0.5,-0.5,-0.3,-0.2
Weiach,-0.1,0.1,0.3,-0.6,0.0,-0.1,-0.9,0.4,-1.1,0.7,0.0,0.3,0.1,0.9,0.3,0.4,0.1,-0.1,-0.3,0.6,0.0,0.1,0.9,-0.4,1.1,-0.7,0.0,-0.3,-0.1,-0.9,-0.3,-0.4
Bäretswil,0.5,-0.4,-0.6,-0.1,-0.4,0.1,0.1,0.3,-0.2,0.1,0.5,0.4,0.2,0.5,0.4,0.2,-0.5,0.4,0.6,0.1,0.4,-0.1,-0.1,-0.3,0.2,-0.1,-0.5,-0.4,-0.2,-0.5,-0.4,-0.2
Bubikon,1.5,-0.2,-0.3,-0.3,-0.0,0.1,0.0,-0.0,0.1,0.5,0.5,0.7,0.5,0.5,0.3,0.1,-1.5,0.2,0.3,0.3,0.0,-0.1,0.0,0.0,-0.1,-0.5,-0.5,-0.7,-0.5,-0.5,-0.3,-0.1
Dürnten,-2.1,-0.8,-0.8,-0.5,-0.7,-0.1,-0.2,0.1,0.1,0.0,0.3,0.2,0.4,0.6,0.6,0.1,2.1,0.8,0.8,0.5,0.7,0.1,0.2,-0.1,-0.1,-0.0,-0.3,-0.2,-0.4,-0.6,-0.6,-0.1
Fischenthal,-1.0,-0.0,-0.7,-0.5,-0.5,-0.3,-0.3,0.1,-0.1,-0.0,-0.2,-0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.7,0.5,0.5,0.3,0.3,-0.1,0.1,0.0,0.2,0.1,-0.4,-0.5,-0.3,-0.2
Gossau (ZH),1.0,-0.6,-0.2,-0.4,-0.3,-0.1,-0.0,0.2,0.3,0.4,0.7,0.3,0.5,0.4,0.4,0.2,-1.0,0.6,0.2,0.4,0.3,0.1,0.0,-0.2,-0.3,-0.4,-0.7,-0.3,-0.5,-0.4,-0.4,-0.2
Grüningen,0.1,-0.5,0.2,-0.3,-0.3,0.1,-0.0,0.3,0.1,-0.0,0.5,0.3,0.3,0.4,0.4,0.3,-0.1,0.5,-0.2,0.3,0.3,-0.1,0.0,-0.3,-0.1,0.0,-0.5,-0.3,-0.3,-0.4,-0.4,-0.3
Hinwil,1.2,-0.3,-0.5,-0.6,-0.4,0.2,-0.2,-0.1,0.1,0.2,0.4,0.5,0.6,0.8,0.5,0.5,-1.2,0.3,0.5,0.6,0.4,-0.2,0.2,0.1,-0.1,-0.2,-0.4,-0.5,-0.6,-0.8,-0.5,-0.5
Rüti (ZH),0.6,-0.3,-0.7,-0.6,-0.6,-0.4,-0.2,0.1,0.4,0.6,0.3,0.6,0.6,0.6,0.5,0.4,-0.6,0.3,0.7,0.6,0.6,0.4,0.2,-0.1,-0.4,-0.6,-0.3,-0.6,-0.6,-0.6,-0.5,-0.4
Seegräben,-1.1,-0.8,-0.4,0.8,-0.6,0.0,-0.6,-0.2,-0.3,0.6,0.1,0.1,0.3,0.1,0.4,-0.1,1.1,0.8,0.4,-0.8,0.6,0.0,0.6,0.2,0.3,-0.6,-0.1,-0.1,-0.3,-0.1,-0.4,0.1
Wald (ZH),1.2,-0.3,-0.4,-0.6,-0.3,-0.2,0.2,0.0,-0.2,0.3,0.2,0.4,0.7,0.9,0.7,0.4,-1.2,0.3,0.4,0.6,0.3,0.2,-0.2,-0.0,0.2,-0.3,-0.2,-0.4,-0.7,-0.9,-0.7,-0.4
Wetzikon (ZH),1.1,-0.4,-0.6,-0.4,-0.4,-0.1,0.1,-0.1,0.2,0.4,0.3,0.4,0.6,0.7,0.5,0.3,-1.1,0.4,0.6,0.4,0.4,0.1,-0.1,0.1,-0.2,-0.4,-0.3,-0.4,-0.6,-0.7,-0.5,-0.3
Adliswil,1.4,-0.2,-0.5,-0.3,-0.5,-0.2,0.0,-0.2,0.0,0.3,0.5,0.5,0.8,0.7,0.6,0.2,-1.4,0.2,0.5,0.3,0.5,0.2,-0.0,0.2,-0.0,-0.3,-0.5,-0.5,-0.8,-0.7,-0.6,-0.2
Hirzel,0.5,-1.1,0.0,-0.1,0.0,-0.2,0.0,-0.4,-0.2,-0.2,0.1,0.5,0.8,0.8,0.5,0.3,-0.5,1.1,0.0,0.1,0.0,0.2,-0.0,0.4,0.2,0.2,-0.1,-0.5,-0.8,-0.8,-0.5,-0.3
Horgen,2.3,-0.1,-0.4,-0.3,-0.3,-0.2,-0.1,0.2,0.1,0.4,0.5,0.6,0.7,0.7,0.6,0.4,-2.3,0.1,0.4,0.3,0.3,0.2,0.1,-0.2,-0.1,-0.4,-0.5,-0.6,-0.7,-0.7,-0.6,-0.4
Hütten,-1.0,-0.1,-1.1,-0.1,-0.2,0.1,-0.8,-0.8,0.3,0.0,0.9,-0.1,0.1,1.1,0.7,0.2,1.0,0.1,1.1,0.1,0.2,-0.1,0.8,0.8,-0.3,0.0,-0.9,0.1,-0.1,-1.1,-0.7,-0.2
Kilchberg (ZH),4.0,0.2,-0.5,-0.3,-0.1,-0.1,0.0,0.3,0.1,0.6,0.5,0.8,1.0,1.0,0.7,0.5,-4.0,-0.2,0.5,0.3,0.1,0.1,-0.0,-0.3,-0.1,-0.6,-0.5,-0.8,-1.0,-1.0,-0.7,-0.5
Langnau am Albis,2.1,-0.2,-0.3,-0.4,-0.2,-0.2,0.1,0.1,0.1,0.3,0.6,1.0,0.7,0.8,0.3,0.2,-2.1,0.2,0.3,0.4,0.2,0.2,-0.1,-0.1,-0.1,-0.3,-0.6,-1.0,-0.7,-0.8,-0.3,-0.2
Oberrieden,3.3,0.2,-0.3,-0.1,-0.2,-0.2,0.5,0.2,-0.2,0.3,0.6,0.7,0.8,0.9,0.7,0.4,-3.3,-0.2,0.3,0.1,0.2,0.2,-0.5,-0.2,0.2,-0.3,-0.6,-0.7,-0.8,-0.9,-0.7,-0.4
Richterswil,1.9,-0.6,-0.5,-0.5,-0.1,-0.1,0.2,0.3,0.2,0.4,0.6,0.5,0.6,0.5,0.5,0.2,-1.9,0.6,0.5,0.5,0.1,0.1,-0.2,-0.3,-0.2,-0.4,-0.6,-0.5,-0.6,-0.5,-0.5,-0.2
Rüschlikon,3.5,-0.4,0.0,-0.1,-0.3,0.2,-0.1,0.5,0.4,0.3,0.4,0.5,1.0,0.5,0.9,0.3,-3.5,0.4,-0.0,0.1,0.3,-0.2,0.1,-0.5,-0.4,-0.3,-0.4,-0.5,-1.0,-0.5,-0.9,-0.3
Schönenberg (ZH),0.1,-0.9,0.2,-0.3,0.3,-0.1,-0.5,0.5,-0.3,-0.3,0.5,0.6,0.3,1.2,0.5,0.3,-0.1,0.9,-0.2,0.3,-0.3,0.1,0.5,-0.5,0.3,0.3,-0.5,-0.6,-0.3,-1.2,-0.5,-0.3
Thalwil,3.0,-0.2,-0.2,-0.5,0.0,-0.0,0.1,-0.1,0.2,0.5,0.5,0.5,0.8,0.6,0.6,0.4,-3.0,0.2,0.2,0.5,-0.0,0.0,-0.1,0.1,-0.2,-0.5,-0.5,-0.5,-0.8,-0.6,-0.6,-0.4
Wädenswil,2.4,-0.4,-0.3,-0.3,-0.4,-0.1,0.2,0.3,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.3,-2.4,0.4,0.3,0.3,0.4,0.1,-0.2,-0.3,-0.3,-0.5,-0.5,-0.6,-0.6,-0.6,-0.6,-0.3
Erlenbach (ZH),3.4,-0.4,-0.3,-0.1,-0.1,0.1,0.1,-0.2,0.2,0.4,0.7,0.7,0.5,0.7,0.8,0.2,-3.4,0.4,0.3,0.1,0.1,-0.1,-0.1,0.2,-0.2,-0.4,-0.7,-0.7,-0.5,-0.7,-0.8,-0.2
Herrliberg,3.9,-0.0,-0.3,-0.1,0.2,0.1,0.1,0.4,0.6,0.2,0.2,0.5,0.8,0.6,0.8,0.6,-3.9,0.0,0.3,0.1,-0.2,-0.1,-0.1,-0.4,-0.6,-0.2,-0.2,-0.5,-0.8,-0.6,-0.8,-0.6
Hombrechtikon,2.1,-0.2,-0.5,-0.3,-0.3,-0.0,-0.1,0.4,0.1,0.3,0.6,0.4,0.6,0.6,0.7,0.4,-2.1,0.2,0.5,0.3,0.3,0.0,0.1,-0.4,-0.1,-0.3,-0.6,-0.4,-0.6,-0.6,-0.7,-0.4
Küsnacht (ZH),4.9,-0.1,-0.2,-0.2,-0.2,-0.0,0.1,0.2,0.4,0.2,0.9,1.0,1.0,1.0,1.1,0.6,-4.9,0.1,0.2,0.2,0.2,0.0,-0.1,-0.2,-0.4,-0.2,-0.9,-1.0,-1.0,-1.0,-1.1,-0.6
Männedorf,4.2,-0.2,-0.1,-0.4,-0.1,0.1,0.4,0.0,0.2,0.4,0.6,0.8,0.8,0.7,0.7,0.3,-4.2,0.2,0.1,0.4,0.1,-0.1,-0.4,-0.0,-0.2,-0.4,-0.6,-0.8,-0.8,-0.7,-0.7,-0.3
Meilen,5.2,-0.2,-0.1,-0.1,-0.2,0.1,0.2,0.3,0.1,0.4,0.5,0.7,0.8,0.8,0.8,0.4,-5.2,0.2,0.1,0.1,0.2,-0.1,-0.2,-0.3,-0.1,-0.4,-0.5,-0.7,-0.8,-0.8,-0.8,-0.4
Oetwil am See,0.7,-0.6,-0.3,-1.1,-0.0,-0.1,-0.3,0.7,-0.1,0.3,0.1,0.4,0.4,0.5,0.3,0.0,-0.7,0.6,0.3,1.1,0.0,0.1,0.3,-0.7,0.1,-0.3,-0.1,-0.4,-0.4,-0.5,-0.3,-0.0
Stäfa,3.2,-0.3,-0.1,-0.6,-0.4,0.2,0.2,0.4,0.2,0.5,0.7,0.6,0.7,0.9,0.5,0.3,-3.2,0.3,0.1,0.6,0.4,-0.2,-0.2,-0.4,-0.2,-0.5,-0.7,-0.6,-0.7,-0.9,-0.5,-0.3
Uetikon am See,2.8,-0.4,0.1,0.0,-0.1,0.6,0.3,-0.1,0.2,0.4,0.6,0.8,0.6,0.5,0.5,0.3,-2.8,0.4,-0.1,-0.0,0.1,-0.6,-0.3,0.1,-0.2,-0.4,-0.6,-0.8,-0.6,-0.5,-0.5,-0.3
Zumikon,5.9,0.1,-0.3,-0.5,-0.2,0.1,0.6,0.8,0.4,0.8,0.6,0.8,1.1,0.9,0.7,0.4,-5.9,-0.1,0.3,0.5,0.2,-0.1,-0.6,-0.8,-0.4,-0.8,-0.6,-0.8,-1.1,-0.9,-0.7,-0.4
Zollikon,4.9,-0.0,-0.2,-0.2,-0.2,-0.0,0.2,0.1,0.4,0.5,0.6,0.9,1.1,1.3,0.9,0.7,-4.9,0.0,0.2,0.2,0.2,0.0,-0.2,-0.1,-0.4,-0.5,-0.6,-0.9,-1.1,-1.3,-0.9,-0.7
Fehraltorf,1.8,-0.0,-0.1,-0.4,-0.2,-0.3,0.1,0.1,0.1,0.3,0.6,0.2,0.3,0.3,0.3,0.2,-1.8,0.0,0.1,0.4,0.2,0.3,-0.1,-0.1,-0.1,-0.3,-0.6,-0.2,-0.3,-0.3,-0.3,-0.2
Hittnau,0.2,-0.6,-0.1,-0.2,-0.4,-0.2,0.0,0.2,-0.5,0.2,0.0,0.2,0.2,0.4,0.3,0.1,-0.2,0.6,0.1,0.2,0.4,0.2,0.0,-0.2,0.5,-0.2,-0.0,-0.2,-0.2,-0.4,-0.3,-0.1
Illnau-Effretikon,1.8,-0.2,-0.3,-0.6,-0.5,-0.2,0.0,0.0,0.1,0.3,0.5,0.7,0.7,0.5,0.5,0.3,-1.8,0.2,0.3,0.6,0.5,0.2,-0.0,-0.0,-0.1,-0.3,-0.5,-0.7,-0.7,-0.5,-0.5,-0.3
Kyburg,-1.0,-0.7,-0.7,-0.7,-1.0,1.5,-0.2,-0.5,-1.2,0.7,-0.5,0.2,0.2,1.2,0.2,0.7,1.0,0.7,0.7,0.7,1.0,-1.5,0.2,0.5,1.2,-0.7,0.5,-0.2,-0.2,-1.2,-0.2,-0.7
Lindau,-1.2,-0.6,-0.7,-0.3,0.0,-0.6,-0.0,-0.1,0.0,0.1,0.3,0.2,0.3,0.3,0.5,0.2,1.2,0.6,0.7,0.3,0.0,0.6,0.0,0.1,-0.0,-0.1,-0.3,-0.2,-0.3,-0.3,-0.5,-0.2
Pfäffikon,1.9,-0.1,-0.5,-0.6,-0.2,0.1,0.0,0.3,0.4,0.6,0.4,0.5,0.7,0.5,0.6,0.3,-1.9,0.1,0.5,0.6,0.2,-0.1,-0.0,-0.3,-0.4,-0.6,-0.4,-0.5,-0.7,-0.5,-0.6,-0.3
Russikon,-0.3,-0.4,-0.3,-0.2,-0.2,-0.1,0.1,-0.5,0.0,0.3,0.2,0.3,0.4,0.4,0.7,0.2,0.3,0.4,0.3,0.2,0.2,0.1,-0.1,0.5,0.0,-0.3,-0.2,-0.3,-0.4,-0.4,-0.7,-0.2
Weisslingen,-0.3,-0.9,-1.2,-0.4,-0.0,0.1,0.0,0.4,0.1,0.2,0.2,0.3,0.4,0.7,0.5,0.2,0.3,0.9,1.2,0.4,0.0,-0.1,0.0,-0.4,-0.1,-0.2,-0.2,-0.3,-0.4,-0.7,-0.5,-0.2
Wila,-0.6,0.3,-1.7,0.0,-0.1,0.1,-0.3,0.1,-0.2,0.3,0.3,0.1,0.7,0.9,0.6,0.3,0.6,-0.3,1.7,0.0,0.1,-0.1,0.3,-0.1,0.2,-0.3,-0.3,-0.1,-0.7,-0.9,-0.6,-0.3
Wildberg,0.9,-0.5,-0.1,0.0,-0.4,0.0,0.6,-0.4,0.4,-0.4,0.8,0.0,0.3,0.5,0.7,0.0,-0.9,0.5,0.1,0.0,0.4,0.0,-0.6,0.4,-0.4,0.4,-0.8,0.0,-0.3,-0.5,-0.7,0.0
Bauma,0.1,-0.7,-0.4,0.0,-0.6,-0.2,-0.3,0.1,0.1,0.0,0.3,0.4,0.5,0.4,0.5,0.3,-0.1,0.7,0.4,0.0,0.6,0.2,0.3,-0.1,-0.1,0.0,-0.3,-0.4,-0.5,-0.4,-0.5,-0.3
Dübendorf,1.8,-0.2,-0.2,-0.5,-0.4,-0.1,-0.1,0.1,0.2,0.3,0.4,0.7,0.7,0.7,0.5,0.2,-1.8,0.2,0.2,0.5,0.4,0.1,0.1,-0.1,-0.2,-0.3,-0.4,-0.7,-0.7,-0.7,-0.5,-0.2
Egg,3.9,0.3,-0.2,-0.3,0.3,-0.3,-0.2,0.3,0.5,0.5,0.6,0.8,0.5,0.6,0.5,0.3,-3.9,-0.3,0.2,0.3,-0.3,0.3,0.2,-0.3,-0.5,-0.5,-0.6,-0.8,-0.5,-0.6,-0.5,-0.3
Fällanden,2.6,0.0,-0.4,-0.4,-0.1,0.2,0.0,0.1,0.2,0.4,0.6,0.7,0.5,0.5,0.3,0.2,-2.6,-0.0,0.4,0.4,0.1,-0.2,-0.0,-0.1,-0.2,-0.4,-0.6,-0.7,-0.5,-0.5,-0.3,-0.2
Greifensee,1.0,-0.5,-0.4,-0.8,0.0,-0.2,0.2,0.6,0.3,0.3,0.7,0.6,0.8,0.6,0.3,0.1,-1.0,0.5,0.4,0.8,0.0,0.2,-0.2,-0.6,-0.3,-0.3,-0.7,-0.6,-0.8,-0.6,-0.3,-0.1
Maur,2.2,0.2,-0.5,-0.2,-0.1,-0.0,0.2,0.1,0.3,0.4,0.2,0.5,0.5,0.5,0.3,0.2,-2.2,-0.2,0.5,0.2,0.1,0.0,-0.2,-0.1,-0.3,-0.4,-0.2,-0.5,-0.5,-0.5,-0.3,-0.2
Mönchaltorf,1.9,-0.6,-0.1,-0.7,-0.1,0.0,-0.1,0.3,0.2,0.6,0.4,0.5,0.5,-0.1,0.3,0.2,-1.9,0.6,0.1,0.7,0.1,0.0,0.1,-0.3,-0.2,-0.6,-0.4,-0.5,-0.5,0.1,-0.3,-0.2
Schwerzenbach,0.8,-0.2,-0.4,-0.4,-0.3,-0.3,0.2,0.4,0.1,0.2,0.4,0.8,0.7,0.7,0.3,0.1,-0.8,0.2,0.4,0.4,0.3,0.3,-0.2,-0.4,-0.1,-0.2,-0.4,-0.8,-0.7,-0.7,-0.3,-0.1
Uster,1.6,-0.4,-0.3,-0.6,-0.4,-0.1,0.1,0.2,0.3,0.3,0.4,0.6,0.5,0.6,0.5,0.2,-1.6,0.4,0.3,0.6,0.4,0.1,-0.1,-0.2,-0.3,-0.3,-0.4,-0.6,-0.5,-0.6,-0.5,-0.2
Volketswil,0.0,-0.4,-0.6,-0.2,-0.2,-0.1,-0.1,0.0,0.1,0.4,0.5,0.5,0.5,0.3,0.3,0.1,-0.0,0.4,0.6,0.2,0.2,0.1,0.1,-0.0,-0.1,-0.4,-0.5,-0.5,-0.5,-0.3,-0.3,-0.1
Wangen-Brüttisellen,-1.6,-0.3,-0.6,-0.5,-0.6,-0.3,0.1,-0.3,-0.0,0.0,0.2,0.4,0.4,0.2,0.2,0.1,1.6,0.3,0.6,0.5,0.6,0.3,-0.1,0.3,0.0,-0.0,-0.2,-0.4,-0.4,-0.2,-0.2,-0.1
Altikon,1.4,-2.1,-0.3,-0.2,0.6,-0.5,0.6,0.3,0.8,-0.6,-0.3,0.3,0.5,0.5,0.5,0.6,-1.4,2.1,0.3,0.2,-0.6,0.5,-0.6,-0.3,-0.8,0.6,0.3,-0.3,-0.5,-0.5,-0.5,-0.6
Brütten,-1.1,-1.4,0.2,-0.3,-0.4,0.0,-0.9,-0.0,0.3,-0.0,-0.2,0.7,0.2,0.6,0.3,0.3,1.1,1.4,-0.2,0.3,0.4,0.0,0.9,0.0,-0.3,0.0,0.2,-0.7,-0.2,-0.6,-0.3,-0.3
Dägerlen,-3.1,-0.9,-0.8,-0.9,-0.4,0.0,-0.6,-0.4,-0.2,-0.3,0.4,0.1,0.5,0.6,0.2,0.1,3.1,0.9,0.8,0.9,0.4,0.0,0.6,0.4,0.2,0.3,-0.4,-0.1,-0.5,-0.6,-0.2,-0.1
Dättlikon,-1.5,-0.4,0.5,-0.3,-0.4,-0.7,-0.3,1.1,0.5,0.4,-0.1,0.7,0.3,0.5,0.3,0.3,1.5,0.4,-0.5,0.3,0.4,0.7,0.3,-1.1,-0.5,-0.4,0.1,-0.7,-0.3,-0.5,-0.3,-0.3
Dinhard,-0.3,-0.7,-0.6,-0.5,0.0,0.1,0.4,-0.3,0.3,0.7,0.5,-0.1,0.1,0.3,0.4,0.3,0.3,0.7,0.6,0.5,0.0,-0.1,-0.4,0.3,-0.3,-0.7,-0.5,0.1,-0.1,-0.3,-0.4,-0.3
Elgg,-0.7,-0.7,-0.8,-0.5,-0.3,-0.3,-0.1,-0.0,-0.2,0.5,-0.0,0.3,0.6,0.5,0.7,0.5,0.7,0.7,0.8,0.5,0.3,0.3,0.1,0.0,0.2,-0.5,0.0,-0.3,-0.6,-0.5,-0.7,-0.5
Ellikon an der Thur,0.3,-0.2,-0.2,-0.7,-0.1,0.2,-0.8,-0.2,-0.1,-0.3,0.1,0.2,0.3,0.7,0.3,0.0,-0.3,0.2,0.2,0.7,0.1,-0.2,0.8,0.2,0.1,0.3,-0.1,-0.2,-0.3,-0.7,-0.3,0.0
Elsau,0.8,-0.7,-0.7,-0.7,0.1,0.0,-0.1,0.0,-0.1,0.2,0.3,0.5,0.7,0.5,0.7,0.1,-0.8,0.7,0.7,0.7,-0.1,0.0,0.1,-0.0,0.1,-0.2,-0.3,-0.5,-0.7,-0.5,-0.7,-0.1
Hagenbuch,-2.8,-0.3,-0.4,-0.4,0.1,-0.4,-0.9,0.2,0.2,0.1,-0.2,0.1,0.5,-0.4,0.2,0.1,2.8,0.3,0.4,0.4,-0.1,0.4,0.9,-0.2,-0.2,-0.1,0.2,-0.1,-0.5,0.4,-0.2,-0.1
Hettlingen,1.2,-1.2,-0.1,0.1,0.3,-0.5,0.2,0.6,-0.1,-0.1,0.1,0.4,0.2,0.4,0.7,0.1,-1.2,1.2,0.1,-0.1,-0.3,0.5,-0.2,-0.6,0.1,0.1,-0.1,-0.4,-0.2,-0.4,-0.7,-0.1
Hofstetten (ZH),-1.2,-1.0,0.6,0.6,0.2,-0.4,-1.0,-0.6,1.2,0.2,-0.6,0.2,-0.6,0.6,0.0,0.4,1.2,1.0,-0.6,-0.6,-0.2,0.4,1.0,0.6,-1.2,-0.2,0.6,-0.2,0.6,-0.6,0.0,-0.4
Neftenbach,-0.1,0.1,-0.4,-0.0,-0.2,0.0,-0.1,0.0,-0.2,0.1,0.3,0.1,0.2,0.5,0.3,0.1,0.1,-0.1,0.4,0.0,0.2,-0.0,0.1,-0.0,0.2,-0.1,-0.3,-0.1,-0.2,-0.5,-0.3,-0.1
Pfungen,-0.6,-0.7,-0.2,-0.7,-0.4,0.2,-0.2,-0.1,0.1,0.1,0.4,0.2,0.5,0.2,0.3,0.1,0.6,0.7,0.2,0.7,0.4,-0.2,0.2,0.1,-0.1,-0.1,-0.4,-0.2,-0.5,-0.2,-0.3,-0.1
Rickenbach (ZH),1.8,0.2,-0.8,-0.0,-0.3,0.4,0.0,0.0,0.0,0.3,0.1,0.6,0.6,0.4,0.4,0.1,-1.8,-0.2,0.8,0.0,0.3,-0.4,0.0,0.0,0.0,-0.3,-0.1,-0.6,-0.6,-0.4,-0.4,-0.1
Schlatt (ZH),-3.3,-1.5,-0.4,0.1,0.4,-0.3,-0.1,0.3,-0.7,0.0,-0.4,0.0,0.5,0.8,0.4,0.4,3.3,1.5,0.4,-0.1,-0.4,0.3,0.1,-0.3,0.7,0.0,0.4,0.0,-0.5,-0.8,-0.4,-0.4
Seuzach,2.2,-0.4,-0.2,-0.5,-0.1,-0.2,-0.2,0.1,0.3,0.3,0.3,0.7,0.8,0.7,0.6,0.3,-2.2,0.4,0.2,0.5,0.1,0.2,0.2,-0.1,-0.3,-0.3,-0.3,-0.7,-0.8,-0.7,-0.6,-0.3
Turbenthal,-1.1,-0.3,-0.5,-0.0,-0.2,-0.2,-0.2,0.0,-0.3,0.2,0.4,0.1,0.3,0.3,0.4,0.2,1.1,0.3,0.5,0.0,0.2,0.2,0.2,0.0,0.3,-0.2,-0.4,-0.1,-0.3,-0.3,-0.4,-0.2
Winterthur,2.1,-0.1,-0.4,-0.6,-0.3,-0.1,0.0,0.2,0.2,0.4,0.5,0.6,0.6,0.7,0.7,0.4,-2.1,0.1,0.4,0.6,0.3,0.1,-0.0,-0.2,-0.2,-0.4,-0.5,-0.6,-0.6,-0.7,-0.7,-0.4
Zell (ZH),0.8,-0.4,-0.3,-0.6,-0.3,-0.3,-0.1,0.2,0.4,0.2,0.5,0.5,0.4,0.7,0.4,0.3,-0.8,0.4,0.3,0.6,0.3,0.3,0.1,-0.2,-0.4,-0.2,-0.5,-0.5,-0.4,-0.7,-0.4,-0.3
Wiesendangen,1.3,-0.3,-0.5,0.1,-0.2,0.0,0.2,0.0,0.1,0.4,0.0,0.3,0.5,0.3,0.6,0.4,-1.3,0.3,0.5,-0.1,0.2,-0.0,-0.2,0.0,-0.1,-0.4,-0.0,-0.3,-0.5,-0.3,-0.6,-0.4
Aesch (ZH),-0.5,0.3,-0.9,-0.3,-0.6,0.2,-1.0,-0.2,-0.3,0.3,0.2,0.2,1.0,0.4,0.8,-0.1,0.5,-0.3,0.9,0.3,0.6,-0.2,1.0,0.2,0.3,-0.3,-0.2,-0.2,-1.0,-0.4,-0.8,0.1
Birmensdorf (ZH),2.1,-0.2,-0.3,-0.1,-0.6,0.1,0.5,0.0,-0.1,0.4,0.4,0.2,0.6,0.8,0.4,0.1,-2.1,0.2,0.3,0.1,0.6,-0.1,-0.5,-0.0,0.1,-0.4,-0.4,-0.2,-0.6,-0.8,-0.4,-0.1
Dietikon,-0.7,-0.7,-0.6,-0.7,-0.6,-0.2,0.0,0.0,0.1,0.2,0.4,0.5,0.6,0.6,0.5,0.3,0.7,0.7,0.6,0.7,0.6,0.2,-0.0,-0.0,-0.1,-0.2,-0.4,-0.5,-0.6,-0.6,-0.5,-0.3
