Gemeinde,Ledige Männer Total +/-,Ledige Frauen Total +/-,Ledige20-24 JahreFrauen Total+/-,Ledige20-24 JahreMänner Total+/-,Ledige25-29 JahreFrauen Total+/-,Ledige25-29 JahreMänner Total+/-,Ledige30-34 JahreFrauen Total+/-,Ledige30-34 JahreMänner Total+/-,Ledige35-39 JahreFrauen Total+/-,Ledige35-39 JahreMänner Total+/-,Ledige40-44 JahreFrauen Total+/-,Ledige40-44 JahreMänner Total+/-,Ledige45-49 JahreFrauen Total+/-,Ledige45-49 JahreMänner Total+/-,Ledige50-54 JahreFrauen Total+/-,Ledige50-54 JahreMänner Total+/-,Ledige55-59 JahreFrauen Total+/-,Ledige55-59 JahreMänner Total+/-,Ledige60-64 JahreFrauen Total+/-,Ledige60-64 JahreMänner Total+/-,Ledige65-69 JahreFrauen Total+/-,Ledige65-69 JahreMänner Total+/-,Ledige70-74 JahreFrauen Total+/-,Ledige70-74 JahreMänner Total+/-,Ledige75-79 JahreFrauen Total+/-,Ledige75-79 JahreMänner Total+/-,Ledige80-84 JahreFrauen Total+/-,Ledige80-84 JahreMänner Total+/-,Ledige85-89 JahreFrauen Total+/-,Ledige85-89 JahreMänner Total+/-,Ledige90-94 JahreFrauen Total+/-,Ledige90-94 JahreMänner Total+/-
Aubonne,-12,12,-13,13,-28,28,-14,14,-1,1,6,-6,2,-2,2,-2,2,-2,9,-9,11,-11,19,-19,7,-7,12,-12,17,-17,17,-17
Ballens,8,-8,-1,1,1,-1,-2,2,-1,1,-7,7,1,-1,-1,1,-2,2,0,0,2,-2,1,-1,5,-5,4,-4,0,0,3,-3
Berolle,6,-6,1,-1,-4,4,1,-1,0,0,-2,2,2,-2,-5,5,2,-2,1,-1,-3,3,4,-4,2,-2,1,-1,-1,1,0,0
Bière,4,-4,-9,9,-9,9,-5,5,-4,4,-6,6,-2,2,5,-5,4,-4,-3,3,9,-9,1,-1,9,-9,12,-12,13,-13,16,-16
Bougy-Villars,-19,19,-7,7,0,0,-3,3,0,0,0,0,3,-3,3,-3,2,-2,-3,3,1,-1,5,-5,2,-2,1,-1,4,-4,1,-1
Féchy,-14,14,4,-4,4,-4,-7,7,-1,1,-2,2,4,-4,2,-2,3,-3,-3,3,1,-1,1,-1,3,-3,3,-3,5,-5,3,-3
Gimel,-53,53,-4,4,-8,8,-3,3,-4,4,6,-6,-2,2,-2,2,10,-10,0,0,6,-6,4,-4,0,0,8,-8,14,-14,16,-16
Mollens (VD),2,-2,-2,2,0,0,-3,3,-3,3,5,-5,0,0,-6,6,1,-1,2,-2,1,-1,-3,3,2,-2,0,0,4,-4,0,0
Montherod,10,-10,-2,2,-2,2,-5,5,-3,3,-3,3,1,-1,0,0,3,-3,-2,2,-1,1,1,-1,2,-2,2,-2,2,-2,2,-2
Saint-Livres,11,-11,6,-6,-3,3,7,-7,-5,5,6,-6,-8,8,0,0,-7,7,2,-2,4,-4,0,0,5,-5,-1,1,1,-1,0,0
Saint-Oyens,-7,7,0,0,-3,3,-2,2,-2,2,3,-3,1,-1,-3,3,-3,3,2,-2,3,-3,6,-6,-1,1,2,-2,-1,1,3,-3
Saubraz,-18,18,15,-15,0,0,-6,6,-1,1,0,0,0,0,2,-2,3,-3,-3,3,0,0,0,0,0,0,3,-3,3,-3,-2,2
La Chaux (Cossonay),-5,5,2,-2,-5,5,2,-2,2,-2,-3,3,2,-2,-4,4,0,0,3,-3,-1,1,3,-3,4,-4,1,-1,0,0,0,0
Chavannes-le-Veyron,-10,10,-1,1,0,0,4,-4,1,-1,0,0,-2,2,1,-1,1,-1,2,-2,0,0,-1,1,-1,1,0,0,1,-1,0,0
Chevilly,-27,27,1,-1,-1,1,0,0,0,0,-3,3,1,-1,2,-2,0,0,0,0,0,0,4,-4,2,-2,1,-1,3,-3,1,-1
Cossonay,-86,86,0,0,-30,30,-19,19,-12,12,9,-9,18,-18,5,-5,17,-17,11,-11,14,-14,15,-15,18,-18,12,-12,18,-18,6,-6
Cottens (VD),-10,10,-1,1,4,-4,0,0,-2,2,2,-2,1,-1,-2,2,2,-2,1,-1,0,0,1,-1,5,-5,2,-2,3,-3,2,-2
Cuarnens,12,-12,-8,8,6,-6,-13,13,0,0,0,0,0,0,-3,3,0,0,-3,3,3,-3,0,0,2,-2,4,-4,2,-2,3,-3
Dizy,5,-5,-1,1,-7,7,1,-1,1,-1,0,0,6,-6,1,-1,-1,1,1,-1,-1,1,0,0,0,0,-1,1,2,-2,-1,1
Eclépens,53,-53,0,0,-20,20,-6,6,-9,9,-6,6,0,0,-2,2,3,-3,-3,3,0,0,2,-2,3,-3,3,-3,5,-5,3,-3
Ferreyres,22,-22,-3,3,-5,5,-7,7,0,0,-2,2,-1,1,-3,3,3,-3,-1,1,0,0,0,0,0,0,2,-2,0,0,0,0
Gollion,7,-7,14,-14,-2,2,-7,7,1,-1,-1,1,3,-3,0,0,1,-1,6,-6,3,-3,1,-1,3,-3,1,-1,-1,1,1,-1
Grancy,-1,1,-5,5,2,-2,4,-4,1,-1,-9,9,1,-1,-2,2,0,0,0,0,2,-2,1,-1,0,0,2,-2,2,-2,-1,1
L'Isle,-5,5,-7,7,-22,22,-3,3,1,-1,-2,2,4,-4,10,-10,4,-4,3,-3,5,-5,-2,2,4,-4,3,-3,4,-4,5,-5
Mauraz,-9,9,-1,1,1,-1,0,0,0,0,-1,1,1,-1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
Moiry,-14,14,3,-3,1,-1,-5,5,-2,2,0,0,1,-1,1,-1,0,0,0,0,2,-2,-1,1,2,-2,1,-1,1,-1,2,-2
Mont-la-Ville,6,-6,-2,2,-5,5,0,0,-1,1,2,-2,4,-4,-2,2,1,-1,-1,1,-1,1,2,-2,1,-1,3,-3,5,-5,0,0
Montricher,-25,25,0,0,-7,7,4,-4,7,-7,-1,1,1,-1,-6,6,1,-1,6,-6,7,-7,-3,3,-3,3,4,-4,7,-7,0,0
Orny,-10,10,-9,9,-2,2,-1,1,-2,2,0,0,2,-2,-3,3,-2,2,-1,1,1,-1,3,-3,2,-2,3,-3,4,-4,5,-5
Pampigny,22,-22,-19,19,-12,12,-4,4,-6,6,0,0,5,-5,4,-4,-2,2,7,-7,11,-11,4,-4,5,-5,2,-2,6,-6,3,-3
Pompaples,-32,32,0,0,-8,8,-8,8,-2,2,-4,4,2,-2,-1,1,0,0,5,-5,3,-3,9,-9,5,-5,10,-10,9,-9,3,-3
La Sarraz,-56,56,-18,18,-8,8,5,-5,-13,13,4,-4,10,-10,-10,10,2,-2,15,-15,8,-8,9,-9,15,-15,23,-23,14,-14,2,-2
Senarclens,-11,11,-1,1,-1,1,1,-1,-1,1,2,-2,-4,4,-2,2,5,-5,1,-1,2,-2,-2,2,-4,4,4,-4,6,-6,2,-2
Sévery,-3,3,-4,4,-3,3,1,-1,1,-1,1,-1,0,0,4,-4,-3,3,2,-2,4,-4,-2,2,2,-2,0,0,0,0,1,-1
Aclens,20,-20,-6,6,-6,6,2,-2,-7,7,-4,4,-1,1,-4,4,1,-1,-3,3,-5,5,-1,1,2,-2,-1,1,0,0,1,-1
Bremblens,-10,10,3,-3,-8,8,-2,2,0,0,-1,1,3,-3,1,-1,0,0,0,0,0,0,2,-2,0,0,-2,2,0,0,0,0
Buchillon,-23,23,-6,6,1,-1,5,-5,-1,1,-2,2,-2,2,5,-5,6,-6,-2,2,6,-6,5,-5,2,-2,-2,2,5,-5,-2,2
Bussy-Chardonney,-22,22,2,-2,3,-3,-3,3,-3,3,2,-2,2,-2,1,-1,-2,2,2,-2,5,-5,1,-1,4,-4,2,-2,2,-2,2,-2
Chigny,-4,4,-7,7,4,-4,-3,3,4,-4,-3,3,0,0,2,-2,0,0,2,-2,0,0,0,0,1,-1,3,-3,0,0,0,0
Clarmont,-6,6,-2,2,4,-4,1,-1,-1,1,-5,5,0,0,-3,3,1,-1,2,-2,2,-2,2,-2,2,-2,4,-4,1,-1,1,-1
Denens,-13,13,-10,10,-1,1,-4,4,7,-7,0,0,3,-3,2,-2,3,-3,-2,2,0,0,2,-2,5,-5,6,-6,4,-4,-1,1
Denges,-12,12,-17,17,-21,21,-14,14,6,-6,2,-2,-5,5,6,-6,14,-14,0,0,10,-10,13,-13,6,-6,5,-5,3,-3,1,-1
Echandens,-20,20,-3,3,-14,14,-10,10,-7,7,-7,7,11,-11,1,-1,13,-13,3,-3,12,-12,12,-12,3,-3,16,-16,7,-7,9,-9
Echichens,-106,106,-7,7,-7,7,3,-3,-8,8,9,-9,3,-3,8,-8,8,-8,2,-2,6,-6,-1,1,13,-13,22,-22,31,-31,22,-22
Etoy,-35,35,-35,35,-20,20,-19,19,2,-2,1,-1,20,-20,5,-5,11,-11,10,-10,11,-11,13,-13,11,-11,8,-8,16,-16,14,-14
Lavigny,-5,5,-6,6,0,0,-6,6,1,-1,3,-3,7,-7,-1,1,-3,3,4,-4,-1,1,3,-3,5,-5,5,-5,4,-4,0,0
Lonay,-122,122,-27,27,8,-8,-18,18,2,-2,4,-4,7,-7,-4,4,15,-15,3,-3,8,-8,0,0,17,-17,25,-25,34,-34,17,-17
Lully (VD),27,-27,-10,10,3,-3,-5,5,0,0,3,-3,2,-2,-2,2,3,-3,7,-7,4,-4,3,-3,-1,1,2,-2,2,-2,1,-1
Lussy-sur-Morges,-17,17,-1,1,-4,4,-3,3,5,-5,-2,2,8,-8,-1,1,5,-5,2,-2,2,-2,4,-4,3,-3,5,-5,7,-7,8,-8
Morges,-782,782,-49,49,-76,76,-27,27,-54,54,10,-10,21,-21,50,-50,98,-98,77,-77,111,-111,168,-168,146,-146,149,-149,157,-157,102,-102
Préverenges,-28,28,-10,10,-45,45,-19,19,-3,3,8,-8,-13,13,1,-1,1,-1,20,-20,35,-35,25,-25,23,-23,20,-20,20,-20,6,-6
Reverolle,11,-11,4,-4,4,-4,-8,8,-2,2,4,-4,-4,4,1,-1,-1,1,1,-1,-1,1,5,-5,0,0,-2,2,0,0,0,0
Romanel-sur-Morges,6,-6,-10,10,-2,2,-4,4,2,-2,-1,1,1,-1,-3,3,4,-4,0,0,-3,3,-1,1,1,-1,1,-1,4,-4,2,-2
Saint-Prex,-142,142,-16,16,-38,38,-15,15,-23,23,16,-16,1,-1,5,-5,13,-13,22,-22,47,-47,21,-21,41,-41,19,-19,16,-16,9,-9
Tolochenaz,-24,24,1,-1,5,-5,0,0,-3,3,5,-5,5,-5,13,-13,14,-14,4,-4,5,-5,3,-3,2,-2,3,-3,3,-3,3,-3
Vaux-sur-Morges,-4,4,3,-3,-6,6,3,-3,1,-1,2,-2,0,0,-3,3,2,-2,1,-1,1,-1,1,-1,1,-1,0,0,2,-2,0,0
Villars-sous-Yens,-9,9,-1,1,-1,1,-1,1,3,-3,-2,2,6,-6,4,-4,3,-3,-3,3,1,-1,0,0,1,-1,-1,1,1,-1,-2,2
Vufflens-le-Château,-3,3,0,0,0,0,-2,2,2,-2,4,-4,-1,1,-1,1,1,-1,6,-6,1,-1,4,-4,0,0,6,-6,2,-2,-1,1
Vullierens,4,-4,-5,5,-1,1,3,-3,-1,1,2,-2,0,0,0,0,3,-3,1,-1,3,-3,1,-1,2,-2,3,-3,1,-1,1,-1
Yens,-4,4,1,-1,-2,2,-4,4,4,-4,10,-10,0,0,6,-6,-3,3,2,-2,5,-5,6,-6,1,-1,11,-11,5,-5,5,-5
Allaman,19,-19,-8,8,-3,3,-5,5,-3,3,1,-1,1,-1,0,0,-4,4,-1,1,-2,2,4,-4,1,-1,1,-1,0,0,3,-3
Longirod,5,-5,-5,5,-5,5,-6,6,-1,1,1,-1,-1,1,0,0,2,-2,1,-1,-1,1,2,-2,0,0,2,-2,1,-1,0,0
Marchissy,8,-8,-4,4,-6,6,-4,4,-1,1,4,-4,2,-2,-1,1,2,-2,3,-3,-2,2,0,0,2,-2,1,-1,4,-4,2,-2
Saint-George,-5,5,-2,2,-13,13,6,-6,-2,2,1,-1,5,-5,-3,3,6,-6,0,0,-2,2,2,-2,1,-1,4,-4,7,-7,0,0
Arnex-sur-Nyon,5,-5,2,-2,-2,2,1,-1,-1,1,0,0,1,-1,2,-2,-1,1,0,0,0,0,0,0,3,-3,0,0,0,0,0,0
Arzier-Le Muids,-32,32,-3,3,-6,6,-13,13,7,-7,-8,8,-3,3,-7,7,0,0,4,-4,-1,1,8,-8,7,-7,8,-8,7,-7,4,-4
Bassins,5,-5,17,-17,-14,14,-3,3,0,0,-2,2,-1,1,7,-7,-3,3,2,-2,3,-3,0,0,7,-7,3,-3,3,-3,3,-3
Begnins,-92,92,-2,2,-12,12,0,0,-2,2,-6,6,6,-6,9,-9,7,-7,7,-7,9,-9,7,-7,9,-9,14,-14,12,-12,20,-20
Bogis-Bossey,-7,7,-2,2,1,-1,5,-5,5,-5,1,-1,2,-2,1,-1,5,-5,1,-1,5,-5,2,-2,1,-1,1,-1,2,-2,1,-1
Borex,-11,11,9,-9,-12,12,-7,7,-2,2,3,-3,-6,6,4,-4,4,-4,8,-8,3,-3,3,-3,3,-3,2,-2,3,-3,1,-1
Chavannes-de-Bogis,-30,30,2,-2,-5,5,4,-4,-6,6,-4,4,6,-6,9,-9,2,-2,-1,1,7,-7,0,0,5,-5,6,-6,3,-3,0,0
Chavannes-des-Bois,-20,20,-5,5,-4,4,7,-7,0,0,-5,5,0,0,0,0,-1,1,2,-2,5,-5,3,-3,0,0,0,0,1,-1,1,-1
Chéserex,-18,18,-20,20,-10,10,7,-7,-1,1,8,-8,3,-3,6,-6,0,0,8,-8,4,-4,10,-10,6,-6,0,0,3,-3,1,-1
Coinsins,-15,15,7,-7,-2,2,-1,1,-3,3,3,-3,0,0,-2,2,5,-5,7,-7,3,-3,-1,1,3,-3,0,0,0,0,1,-1
Commugny,-43,43,-8,8,0,0,-5,5,6,-6,-3,3,4,-4,2,-2,3,-3,15,-15,17,-17,9,-9,11,-11,9,-9,6,-6,6,-6
Coppet,-3,3,-33,33,-21,21,-16,16,-9,9,7,-7,6,-6,9,-9,5,-5,13,-13,17,-17,1,-1,14,-14,22,-22,10,-10,6,-6
Crans-près-Céligny,-22,22,2,-2,-15,15,-1,1,2,-2,-2,2,8,-8,14,-14,8,-8,1,-1,7,-7,5,-5,4,-4,6,-6,5,-5,5,-5
Crassier,17,-17,2,-2,2,-2,-3,3,4,-4,4,-4,-6,6,0,0,-6,6,1,-1,-3,3,2,-2,7,-7,2,-2,1,-1,1,-1
Duillier,-5,5,-12,12,0,0,-5,5,-10,10,1,-1,-2,2,3,-3,4,-4,10,-10,1,-1,2,-2,4,-4,4,-4,2,-2,0,0
Eysins,-16,16,-1,1,-5,5,4,-4,5,-5,2,-2,4,-4,3,-3,-4,4,3,-3,-2,2,4,-4,9,-9,6,-6,1,-1,0,0
Founex,-11,11,-7,7,-10,10,-6,6,-6,6,2,-2,7,-7,0,0,4,-4,10,-10,9,-9,17,-17,5,-5,8,-8,11,-11,4,-4
Genolier,-41,41,5,-5,-25,25,0,0,4,-4,8,-8,0,0,4,-4,11,-11,-6,6,8,-8,12,-12,7,-7,5,-5,8,-8,5,-5
Gingins,-29,29,-7,7,-2,2,-6,6,1,-1,3,-3,-6,6,6,-6,6,-6,3,-3,0,0,6,-6,5,-5,9,-9,8,-8,0,0
Givrins,31,-31,-14,14,-5,5,1,-1,0,0,-5,5,2,-2,-7,7,4,-4,3,-3,2,-2,-2,2,8,-8,5,-5,1,-1,1,-1
Gland,-278,278,-14,14,-67,67,-58,58,-46,46,18,-18,32,-32,36,-36,64,-64,64,-64,73,-73,49,-49,47,-47,39,-39,25,-25,18,-18
Grens,-7,7,5,-5,-1,1,1,-1,-3,3,0,0,-1,1,-1,1,-3,3,0,0,4,-4,1,-1,1,-1,0,0,1,-1,2,-2
Mies,-10,10,-30,30,-4,4,-6,6,1,-1,4,-4,3,-3,4,-4,7,-7,16,-16,14,-14,6,-6,14,-14,9,-9,7,-7,9,-9
Nyon,-609,609,-34,34,-28,28,-87,87,-17,17,0,0,40,-40,98,-98,86,-86,91,-91,115,-115,128,-128,127,-127,135,-135,108,-108,54,-54
Prangins,-162,162,-9,9,-7,7,0,0,0,0,14,-14,13,-13,6,-6,21,-21,23,-23,26,-26,31,-31,22,-22,21,-21,13,-13,1,-1
La Rippe,-30,30,-14,14,-17,17,-1,1,9,-9,7,-7,-10,10,10,-10,10,-10,4,-4,1,-1,3,-3,1,-1,2,-2,2,-2,2,-2
Saint-Cergue,104,-104,-24,24,-27,27,-22,22,-22,22,5,-5,-13,13,-31,31,-9,9,-5,5,-1,1,-1,1,6,-6,5,-5,7,-7,8,-8
Signy-Avenex,-17,17,-8,8,0,0,-2,2,2,-2,4,-4,0,0,-1,1,5,-5,3,-3,4,-4,5,-5,7,-7,3,-3,1,-1,2,-2
Tannay,-16,16,-1,1,-6,6,-8,8,2,-2,-2,2,5,-5,7,-7,7,-7,0,0,3,-3,9,-9,-5,5,-1,1,6,-6,5,-5
Trélex,-33,33,-13,13,-2,2,6,-6,-5,5,4,-4,4,-4,6,-6,-4,4,9,-9,0,0,4,-4,5,-5,4,-4,-1,1,3,-3
Le Vaud,17,-17,0,0,-2,2,-5,5,2,-2,2,-2,5,-5,2,-2,2,-2,0,0,3,-3,5,-5,2,-2,4,-4,2,-2,1,-1
Vich,10,-10,-6,6,-4,4,3,-3,-4,4,-2,2,-14,14,8,-8,-3,3,9,-9,7,-7,-3,3,3,-3,2,-2,2,-2,2,-2
Bursinel,-13,13,3,-3,1,-1,-1,1,-3,3,-2,2,3,-3,4,-4,4,-4,-5,5,1,-1,0,0,1,-1,0,0,3,-3,1,-1
Bursins,2,-2,-1,1,-7,7,-2,2,2,-2,-2,2,-5,5,0,0,3,-3,0,0,1,-1,3,-3,3,-3,4,-4,4,-4,0,0
Burtigny,0,0,-2,2,0,0,2,-2,-1,1,-2,2,-1,1,-4,4,2,-2,-1,1,-2,2,0,0,0,0,5,-5,0,0,2,-2
Dully,-33,33,-1,1,1,-1,0,0,0,0,-3,3,3,-3,5,-5,3,-3,1,-1,2,-2,2,-2,1,-1,0,0,-1,1,-1,1
Essertines-sur-Rolle,0,0,0,0,-5,5,3,-3,2,-2,3,-3,0,0,5,-5,-4,4,1,-1,1,-1,-1,1,4,-4,-1,1,1,-1,2,-2
Gilly,-23,23,-11,11,2,-2,7,-7,-4,4,1,-1,3,-3,-4,4,1,-1,3,-3,2,-2,3,-3,-2,2,4,-4,2,-2,3,-3
Luins,-4,4,9,-9,-3,3,-9,9,1,-1,0,0,1,-1,0,0,-6,6,-2,2,5,-5,4,-4,3,-3,2,-2,0,0,3,-3
Mont-sur-Rolle,-60,60,-15,15,5,-5,-17,17,-2,2,-8,8,0,0,16,-16,4,-4,-4,4,17,-17,10,-10,6,-6,17,-17,15,-15,12,-12
Perroy,-13,13,0,0,-19,19,3,-3,0,0,9,-9,-2,2,2,-2,1,-1,5,-5,4,-4,2,-2,3,-3,4,-4,3,-3,2,-2
Rolle,-161,161,2,-2,-24,24,-22,22,3,-3,-15,15,24,-24,24,-24,15,-15,10,-10,27,-27,29,-29,41,-41,44,-44,35,-35,20,-20
Tartegnin,-20,20,1,-1,1,-1,0,0,-3,3,-1,1,1,-1,1,-1,-1,1,0,0,2,-2,1,-1,1,-1,0,0,1,-1,0,0
Vinzel,-8,8,1,-1,2,-2,0,0,-3,3,-1,1,0,0,1,-1,0,0,-1,1,2,-2,-1,1,1,-1,0,0,3,-3,2,-2
Crissier,26,-26,-40,40,-70,70,-35,35,-40,40,-9,9,14,-14,-3,3,13,-13,33,-33,7,-7,32,-32,26,-26,54,-54,27,-27,20,-20
Prilly,-520,520,-40,40,-88,88,-43,43,-18,18,-21,21,11,-11,29,-29,82,-82,49,-49,100,-100,118,-118,125,-125,120,-120,101,-101,46,-46
Renens (VD),-89,89,-131,131,-198,198,-187,187,-63,63,-28,28,2,-2,45,-45,43,-43,52,-52,80,-80,94,-94,102,-102,129,-129,128,-128,72,-72
Bussigny,3,-3,15,-15,-54,54,-68,68,-28,28,-12,12,21,-21,12,-12,7,-7,1,-1,22,-22,35,-35,34,-34,35,-35,31,-31,14,-14
Chavannes-près-Renens,8,-8,-72,72,-20,20,-16,16,-19,19,2,-2,-18,18,6,-6,21,-21,9,-9,42,-42,21,-21,37,-37,34,-34,21,-21,10,-10
Ecublens (VD),167,-167,-182,182,-116,116,-68,68,-53,53,-8,8,13,-13,10,-10,24,-24,52,-52,33,-33,68,-68,54,-54,62,-62,76,-76,54,-54
Saint-Sulpice (VD),170,-170,-151,151,-42,42,-32,32,-11,11,-2,2,8,-8,20,-20,-5,5,9,-9,14,-14,26,-26,20,-20,21,-21,31,-31,8,-8
Villars-Sainte-Croix,-20,20,1,-1,-9,9,-1,1,-1,1,-2,2,5,-5,3,-3,-4,4,-5,5,2,-2,3,-3,3,-3,3,-3,-1,1,1,-1
Château-d'Oex,-113,113,-9,9,-34,34,-26,26,-11,11,-14,14,7,-7,6,-6,9,-9,10,-10,26,-26,17,-17,38,-38,39,-39,30,-30,13,-13
Rossinière,-9,9,1,-1,-2,2,-2,2,0,0,3,-3,1,-1,-10,10,-3,3,2,-2,-2,2,5,-5,0,0,4,-4,1,-1,1,-1
Rougemont,-24,24,4,-4,-3,3,-7,7,-2,2,-3,3,-7,7,7,-7,-2,2,-1,1,9,-9,11,-11,2,-2,14,-14,4,-4,3,-3
Blonay,-106,106,-7,7,-18,18,-19,19,-17,17,-11,11,13,-13,-1,1,-1,1,26,-26,24,-24,40,-40,30,-30,36,-36,36,-36,37,-37
Chardonne,-122,122,-21,21,-26,26,5,-5,-17,17,5,-5,-2,2,3,-3,23,-23,17,-17,13,-13,26,-26,23,-23,25,-25,33,-33,24,-24
Corseaux,-119,119,-17,17,-9,9,-12,12,-8,8,-2,2,-3,3,20,-20,18,-18,9,-9,19,-19,19,-19,28,-28,20,-20,22,-22,18,-18
Corsier-sur-Vevey,-145,145,-1,1,-16,16,-11,11,-8,8,4,-4,10,-10,15,-15,24,-24,27,-27,28,-28,25,-25,23,-23,15,-15,25,-25,8,-8
Jongny,-4,4,-11,11,-3,3,-12,12,-3,3,-8,8,8,-8,0,0,1,-1,5,-5,-1,1,8,-8,8,-8,5,-5,7,-7,6,-6
Montreux,-1577,1577,106,-106,-108,108,-116,116,-81,81,-13,13,33,-33,62,-62,75,-75,125,-125,143,-143,208,-208,213,-213,187,-187,207,-207,159,-159
Saint-Légier-La Chiésaz,-135,135,-36,36,-4,4,-9,9,7,-7,6,-6,5,-5,9,-9,13,-13,12,-12,20,-20,25,-25,29,-29,33,-33,23,-23,17,-17
La Tour-de-Peilz,-763,763,-6,6,3,-3,-65,65,11,-11,67,-67,68,-68,94,-94,31,-31,66,-66,100,-100,102,-102,112,-112,99,-99,114,-114,50,-50
Vevey,-660,660,-51,51,-23,23,-53,53,-4,4,-14,14,67,-67,71,-71,92,-92,85,-85,82,-82,117,-117,137,-137,148,-148,129,-129,68,-68
Veytaux,-46,46,-8,8,4,-4,1,-1,-7,7,7,-7,1,-1,3,-3,8,-8,-1,1,4,-4,13,-13,3,-3,7,-7,6,-6,2,-2
Brig-Glis,-626,626,86,-86,-17,17,-15,15,-24,24,-3,3,-5,5,20,-20,39,-39,56,-56,44,-44,108,-108,111,-111,126,-126,90,-90,50,-50
Eggerberg,-14,14,9,-9,-4,4,-1,1,0,0,1,-1,2,-2,-4,4,-2,2,2,-2,0,0,4,-4,4,-4,3,-3,4,-4,0,0
Naters,-173,173,-16,16,-37,37,-37,37,-23,23,-12,12,-31,31,-6,6,4,-4,39,-39,44,-44,45,-45,63,-63,79,-79,47,-47,32,-32
Ried-Brig,11,-11,19,-19,17,-17,-14,14,-8,8,-10,10,0,0,-6,6,-1,1,6,-6,-1,1,-2,2,4,-4,8,-8,0,0,8,-8
Simplon,-21,21,2,-2,3,-3,-3,3,-3,3,1,-1,-1,1,-1,1,-1,1,-2,2,0,0,2,-2,0,0,4,-4,0,0,2,-2
Termen,-25,25,-2,2,-9,9,2,-2,4,-4,-5,5,4,-4,4,-4,2,-2,-5,5,7,-7,-2,2,0,0,5,-5,0,0,4,-4
Zwischbergen,16,-16,-5,5,-6,6,-2,2,-1,1,1,-1,-3,3,0,0,-1,1,0,0,2,-2,0,0,0,0,-1,1,1,-1,0,0
Ardon,-4,4,-15,15,-17,17,-5,5,-5,5,6,-6,-5,5,-11,11,8,-8,4,-4,13,-13,10,-10,10,-10,15,-15,16,-16,12,-12
Chamoson,-35,35,-33,33,-29,29,4,-4,-6,6,-6,6,6,-6,-6,6,7,-7,-1,1,14,-14,17,-17,34,-34,20,-20,14,-14,11,-11
Conthey,-172,172,-36,36,-21,21,-35,35,1,-1,-3,3,0,0,16,-16,20,-20,8,-8,32,-32,50,-50,40,-40,59,-59,48,-48,23,-23
Nendaz,83,-83,-16,16,-52,52,-36,36,-44,44,-24,24,8,-8,2,-2,-12,12,-5,5,9,-9,18,-18,40,-40,33,-33,35,-35,15,-15
Vétroz,-95,95,-4,4,-31,31,-31,31,-13,13,2,-2,-2,2,24,-24,11,-11,10,-10,14,-14,21,-21,19,-19,22,-22,19,-19,16,-16
Bagnes,59,-59,5,-5,-54,54,-28,28,-33,33,-69,69,-15,15,-14,14,-36,36,26,-26,22,-22,35,-35,49,-49,44,-44,35,-35,25,-25
Bourg-Saint-Pierre,7,-7,5,-5,0,0,-1,1,-2,2,-2,2,-1,1,-3,3,-5,5,2,-2,2,-2,4,-4,6,-6,-3,3,1,-1,0,0
Liddes,19,-19,-3,3,-4,4,-4,4,-1,1,-4,4,0,0,-3,3,0,0,-2,2,-2,2,6,-6,3,-3,4,-4,8,-8,1,-1
Orsières,20,-20,-7,7,-25,25,-17,17,-13,13,5,-5,-14,14,-6,6,-14,14,7,-7,9,-9,3,-3,27,-27,11,-11,25,-25,13,-13
Sembrancher,-13,13,-19,19,-4,4,-8,8,-7,7,-7,7,-4,4,6,-6,3,-3,6,-6,-1,1,4,-4,8,-8,21,-21,4,-4,5,-5
Vollèges,9,-9,-14,14,-1,1,-16,16,5,-5,-14,14,1,-1,-2,2,3,-3,3,-3,0,0,11,-11,14,-14,9,-9,6,-6,9,-9
Bellwald,26,-26,-2,2,-1,1,2,-2,-5,5,-3,3,-4,4,-3,3,-4,4,-1,1,2,-2,-2,2,4,-4,2,-2,3,-3,-1,1
Binn,2,-2,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,-2,2,0,0,2,-2,-3,3,1,-1,4,-4,1,-1,0,0
Blitzingen,0,0,-1,1,-2,2,1,-1,2,-2,-1,1,2,-2,0,0,-1,1,1,-1,-2,2,0,0,-1,1,2,-2,-2,2,-1,1
Ernen,-10,10,-5,5,6,-6,-4,4,-1,1,-2,2,0,0,-3,3,0,0,4,-4,-3,3,0,0,6,-6,6,-6,2,-2,3,-3
Fiesch,51,-51,-14,14,-1,1,-6,6,-7,7,-8,8,1,-1,-12,12,-7,7,0,0,0,0,6,-6,4,-4,2,-2,4,-4,4,-4
Fieschertal,5,-5,1,-1,-7,7,0,0,3,-3,-4,4,1,-1,-4,4,0,0,0,0,0,0,3,-3,2,-2,3,-3,3,-3,2,-2
Lax,2,-2,-1,1,-2,2,1,-1,-1,1,0,0,-1,1,3,-3,-2,2,2,-2,0,0,4,-4,0,0,2,-2,1,-1,0,0
Niederwald,3,-3,-2,2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,2,-2,1,-1,-1,1
Grafschaft,1,-1,0,0,-2,2,0,0,1,-1,-3,3,-1,1,-1,1,0,0,-5,5,-2,2,2,-2,3,-3,-2,2,1,-1,0,0
Münster-Geschinen,-13,13,-2,2,-10,10,-1,1,0,0,-3,3,-1,1,1,-1,3,-3,0,0,-3,3,0,0,0,0,10,-10,6,-6,3,-3
